idproducto,nombre,unidad,imagen,descripcion,precio,categoria,catalogo
R0044,HBeAg,"Cassete 30T/Kit, Strip 50T/Kit",productos/10-006.png,"Infectious Diseases - Hepatitis, Specimen S,PInfectious Diseases - Hepatitis
A complete rapid test panel which aids in the diagnosis of hepatitis virus infection.",,,10
R0045,HBeAb,"Cassete 30T/Kit, Strip 50T/Kit",productos/10-006.png,"Infectious Diseases - Hepatitis, Specimen S,PInfectious Diseases - Hepatitis
A complete rapid test panel which aids in the diagnosis of hepatitis virus infection.",,,10
R0049,HBV 5 Parameter panel,Cassete 30T/Kit,productos/10-006.png,"Infectious Diseases - Hepatitis, Specimen S,PInfectious Diseases - Hepatitis
A complete rapid test panel which aids in the diagnosis of hepatitis virus infection.",,,10
R0050,Tuberculosis (TB) Ab,"Cassete 30T/Kit, Strip 50T/Kit",productos/10-006.png,"Infectious Diseases - Respiratory System
Simple and reliable tests providing an alternative for complicated, traditional diagnosis.",,,10
R0052,Tuberculosis (TB) Ab Combo,Cassete 30T/Kit,productos/10-006.png,"Infectious Diseases - Respiratory System
Simple and reliable tests providing an alternative for complicated, traditional diagnosis.",,,10
R0051,TB IgG / IgM,"Cassete 30T/Kit, Strip 50T/Kit",productos/10-006.png,"Infectious Diseases - Respiratory System
Simple and reliable tests providing an alternative for complicated, traditional diagnosis.",,,10
R0053,TB IgG / IgM Combo,Cassete 30T/Kit,productos/10-006.png,"Infectious Diseases - Respiratory System
Simple and reliable tests providing an alternative for complicated, traditional diagnosis.",,,10
R0120,Leishmania IgG/IgM,"Cassete 30T/Kit, Strip 50T/Kit",productos/10-006.png,"Infectious Diseases - Parasite, Specimen S,PInfectious Diseases - Parasite
Simultaneous detection of IgG and IgM antibodies in the determination of acute infection, recent
infection, or previous exposure.",,,10
R0121,Leishmania IgG/IgM Combo,Cassete 30T/Kit,productos/10-006.png,"Infectious Diseases - Parasite, Specimen S,PInfectious Diseases - Parasite
Simultaneous detection of IgG and IgM antibodies in the determination of acute infection, recent
infection, or previous exposure.",,,10
R0122,Leishmania Ab,"Cassete 30T/Kit, Strip 50T/Kit",productos/10-006.png,"Infectious Diseases - Parasite, Specimen S,PInfectious Diseases - Parasite
Simultaneous detection of IgG and IgM antibodies in the determination of acute infection, recent
infection, or previous exposure.",,,10
R0123,Leishmania Ab Combo,Cassete 30T/Kit,productos/10-006.png,"Infectious Diseases - Parasite, Specimen S,PInfectious Diseases - Parasite
Simultaneous detection of IgG and IgM antibodies in the determination of acute infection, recent
infection, or previous exposure.",,,10
R0110,Malaria Pf/Pv Ab,"Cassete 30T/Kit, Strip 50T/Kit",productos/10-006.png,"Infectious Diseases - Parasite, Specimen S,PInfectious Diseases - Parasite
Simultaneous detection of IgG and IgM antibodies in the determination of acute infection, recent
infection, or previous exposure.",,,10
R0111,Malaria Pf/Pv Ab Combo,Cassete 30T/Kit,productos/10-006.png,"Infectious Diseases - Parasite, Specimen S,PInfectious Diseases - Parasite
Simultaneous detection of IgG and IgM antibodies in the determination of acute infection, recent
infection, or previous exposure.",,,10
R0112,Malaria Pf/Pv Ag,Cassete 30T/Kit,productos/10-006.png,"Infectious Diseases - Parasite, Specimen S,PInfectious Diseases - Parasite
Simultaneous detection of IgG and IgM antibodies in the determination of acute infection, recent
infection, or previous exposure.",,,10
R0113,Malaria Pf/Pan Ag,Cassete 30T/Kit,productos/10-006.png,"Infectious Diseases - Parasite, Specimen S,PInfectious Diseases - Parasite
Simultaneous detection of IgG and IgM antibodies in the determination of acute infection, recent
infection, or previous exposure.",,,10
R0114,Malaria Pf Ag,Cassete 30T/Kit,productos/10-006.png,"Infectious Diseases - Parasite, Specimen S,PInfectious Diseases - Parasite
Simultaneous detection of IgG and IgM antibodies in the determination of acute infection, recent
infection, or previous exposure.",,,10
R0150,Filariasis IgG/IgM,"Cassete 30T/Kit, Strip 50T/Kit",productos/10-006.png,"Infectious Diseases - Parasite, Specimen S,PInfectious Diseases - Parasite
Simultaneous detection of IgG and IgM antibodies in the determination of acute infection, recent
infection, or previous exposure.",,,10
R0151,Filariasis IgG/IgM Combo,Cassete 30T/Kit,productos/10-006.png,"Infectious Diseases - Parasite, Specimen S,PInfectious Diseases - Parasite
Simultaneous detection of IgG and IgM antibodies in the determination of acute infection, recent
infection, or previous exposure.",,,10
R0030,Syphilis Ab,"Cassete 30T/Kit, Strip 50T/Kit",productos/10-006.png,"Infectious Diseases - Sexually Transmitted DiseasesInfectious Diseases - Sexually Transmitted Diseases
Onsite STD rapid tests quickly detect STD infection and reduce infection rates, as many live and
spread these diseases without any signs or symptoms.",,,10
R0031,Syphilis Ab Combo,Cassete 30T/Kit,productos/10-006.png,"Infectious Diseases - Sexually Transmitted DiseasesInfectious Diseases - Sexually Transmitted Diseases
Onsite STD rapid tests quickly detect STD infection and reduce infection rates, as many live and
spread these diseases without any signs or symptoms.",,,10
R0080,Chlamydia Ag,Cassete 30T/Kit,productos/10-006.png,"Infectious Diseases - Sexually Transmitted DiseasesInfectious Diseases - Sexually Transmitted Diseases
Onsite STD rapid tests quickly detect STD infection and reduce infection rates, as many live and
spread these diseases without any signs or symptoms.",,,10
R0085,Gonorrhea,Strip 50T/Kit,productos/10-006.png,"Infectious Diseases - Sexually Transmitted DiseasesInfectious Diseases - Sexually Transmitted Diseases
Onsite STD rapid tests quickly detect STD infection and reduce infection rates, as many live and
spread these diseases without any signs or symptoms.",,,10
R0060,Dengue IgG/IgM,"Cassete 30T/Kit, Strip 50T/Kit",productos/10-006.png,"Infectious Diseases - Hemorrhagic Fever
Onsite detection of the acute infection with hemorrhagic fever viruses aim to initiate instant
treatment and prevention.",,,10
R0061,Dengue IgG/IgM Combo,Cassete 30T/Kit,productos/10-006.png,"Infectious Diseases - Hemorrhagic Fever
Onsite detection of the acute infection with hemorrhagic fever viruses aim to initiate instant
treatment and prevention.",,,10
R0100,Leptospira IgG/IgM,"Cassete 30T/Kit, Strip 50T/Kit",productos/10-006.png,"Infectious Diseases - Hemorrhagic Fever
Onsite detection of the acute infection with hemorrhagic fever viruses aim to initiate instant
treatment and prevention.",,,10
R0101,Leptospira IgG/IgM Combo,Cassete 30T/Kit,productos/10-006.png,"Infectious Diseases - Hemorrhagic Fever
Onsite detection of the acute infection with hemorrhagic fever viruses aim to initiate instant
treatment and prevention.",,,10
R0070,Hantaan Virus IgM,Cassete 30T/Kit,productos/10-006.png,"Infectious Diseases - Hemorrhagic Fever
Onsite detection of the acute infection with hemorrhagic fever viruses aim to initiate instant
treatment and prevention.",,,10
R0065,Chikungunya IgM Rapid Test,Cassete 30T/Kit,productos/10-006.png,"Infectious Diseases - Hemorrhagic Fever
Onsite detection of the acute infection with hemorrhagic fever viruses aim to initiate instant
treatment and prevention.",,,10
R0066,Chikungunya IgM Combo Rapid Test,Cassete 30T/Kit,productos/10-006.png,"Infectious Diseases - Hemorrhagic Fever
Onsite detection of the acute infection with hemorrhagic fever viruses aim to initiate instant
treatment and prevention.",,,10
R0067,Duo Dengue & Chikungunya Rapid Test,Cassete 30T/Kit,productos/10-006.png,"Infectious Diseases - Hemorrhagic Fever
Onsite detection of the acute infection with hemorrhagic fever viruses aim to initiate instant
treatment and prevention.",,,10
R0068,Duo Dengue & Chikungunya Combo Rapid Test,Cassete 30T/Kit,productos/10-006.png,"Infectious Diseases - Hemorrhagic Fever
Onsite detection of the acute infection with hemorrhagic fever viruses aim to initiate instant
treatment and prevention.",,,10
R0233,Toxoplasma IgG/IgM,"Cassete 30T/Kit, Strip 50T/Kit",productos/10-006.png,"Infectious Diseases - TORCH
The detection of Toxoplasmosis is a serious concern for not only pregnant women, but for their
unborn infants",,,10
R0234,Toxoplasma IgG/IgM Combo,Cassete 30T/Kit,productos/10-006.png,"Infectious Diseases - TORCH
The detection of Toxoplasmosis is a serious concern for not only pregnant women, but for their
unborn infants",,,10
10-003,CMV -coming soon,,productos/10-006.png,CMV -coming soon,,,10
10-004,Rubella-coming soon,,productos/10-006.png,Rubella-coming soon,,,10
R0160,Typhoid IgG/IgM,"Cassete 30T/Kit, Strip 50T/Kit",productos/10-006.png,"Infectious Diseases - Gastrointestinal Infection
Onsite detection of acute gastrointestinal infection can promote early treatment and prevention.",,,10
R0161,Typhoid IgG/IgM Combo,Cassete 30T/Kit,productos/10-006.png,"Infectious Diseases - Gastrointestinal Infection
Onsite detection of acute gastrointestinal infection can promote early treatment and prevention.",,,10
R0190,H Pylori Ab,"Cassete 30T/Kit, Strip 50T/Kit",productos/10-006.png,"Infectious Diseases - Gastrointestinal Infection
Onsite detection of acute gastrointestinal infection can promote early treatment and prevention.",,,10
R0191,H Pylori Ab Combo,Cassete 30T/Kit,productos/10-006.png,"Infectious Diseases - Gastrointestinal Infection
Onsite detection of acute gastrointestinal infection can promote early treatment and prevention.",,,10
R2000,PSA rapid test (4 ng/ml),"Cassete 30T/Kit, Strip 50T/Kit",productos/10-006.png,"Tumor Marker
Simple and reliable test for tumor screening without equipment requirements or special lab training.",,,10
R2001,PSA rapid test (2 ng/ml),"Cassete 30T/Kit, Strip 50T/Kit",productos/10-006.png,"Tumor Marker
Simple and reliable test for tumor screening without equipment requirements or special lab training.",,,10
R3001,Troponin I,Cassete 30T/Kit,productos/10-006.png,"Cardiac Marker
Functions to instantly detect elevated levels of the specific protein released from damaged cardiac
tissue. Aims to improve monitoring of myocardial infarctions.",,,10
151145,0.5 - 10uL,1000,productos/11-001.png,"Ultra-micro, natural, 45mm, 1000/pkg",,,11
151145R-96,0.5 - 10uL,960,productos/11-001.png,"Ultra-micro, natural, 45mm, 96/gradilla 10g/cja ",,,11
152143,1-200uL,1000,productos/11-002.png,"Universal, amarilla, 1000/pkg",,,11
152143R,1-200uL,1000,productos/11-002.png,"Universal, amarilla, 200/gradilla, 5 gradillas/cja",,,11
151140,1-200uL,1000,productos/11-003.png,"Para uso c/MLA & Ovation, natural, 1000/pkg",,,11
151140R,1-200uL,1000,productos/11-003.png,"Para uso c/MLA & Ovation, natural, 200/gradilla, 5 gradillas/cja",,,11
151143,1-200uL,1000,productos/11-004.png,"Para uso c/Eppendorf, amarilla, 1000/pkg ",,,11
151241,1-200uL,1000,,"Para uso c/Oxford 8000 series, natural, 1000/pkg",,,11
151241R,1-200uL,1000,,"Para uso c/Oxford 8000 series, natural, 200/gradilla, 5 gradillas/cja",,,11
151142,1-200uL,1000,,"Para uso c/Oxford SlimLine, natural, 1000/pkg ",,,11
151351,10-5000uL,1000,,"Para uso c/Beckman&Oxford, natural, 70mm, 1000/pkg",,,11
151242,200-500uL,1000,productos/11-005.png,"Para uso c/Oxford 8000 series, amarilla, 1000/pkg ",,,11
151341,100-1000uL,1000,,"Para uso c/Selectapette, natural, 1000/pkg",,,11
151146,100-1000uL,1000,productos/11-006.png,"Universal, azúl, 1000/pkg ",,,11
151146R,100-1000uL,1000,productos/11-006.png,"Universal, azúl, 200/gradilla, 5 gradillas/cja",,,11
151243,100-1000uL,1000,,"Para uso c/Oxford 8000 series, verde, 1000/pkg ",,,11
151144,100-1000uL,1000,,"Para uso c/Oxford Benchmate, azúl, 1000/pkg",,,11
151147,200-1000uL,1000,productos/11-007.png,"Para uso c/MLA pipetores, natural, 1000/pkg ",,,11
151147R,200-1000uL,1000,productos/11-007.png,"Para uso con/MLA pipetores, natural, 200/gradilla, 5 gradillas/cja (1000/gradilla)",,,11
151244,1000-5000uL,250,productos/11-008.png,"Para uso c/MLA, Oxford Slimline natural, 116mm",,,11
153800,Puntillas con filtro (Esteriles),960,productos/11-009.png,"0.1 - 10uL, Pipetman, 35mm, 96/gradilla, 10 gradillas/cja ",,,11
153805,Puntillas con filtro (Esteriles),960,,"0.5 - 10uL, Eppendorf, 46mm, 96/gradilla, 10 gradillas/cja",,,11
153807,Puntillas con filtro (Esteriles),960,productos/11-010-png,"0.5 - 20uL, Eppendorf , 46mm, 96/gradilla, 10 gradillas/cja ",,,11
153810,Puntillas con filtro (Esteriles),960,productos/11-011.png,"1 - 20uL, universal, 96/gradilla, 10 gradillas/cja",,,11
153812,Puntillas con filtro (Esteriles),960,productos/11-016.png,"1 - 30uL, universal, 96/gradilla, 10 gradillas/cja ",,,11
153814,Puntillas con filtro (Esteriles),960,productos/11-013.png,"1 - 50uL, universal, 96/gradilla, 10 gradillas/cja",,,11
153815,Puntillas con filtro (Esteriles),960,productos/11-012.png,"1 - 100uL, universal, 96/gradilla, 10 gradillas/cja ",,,11
153820,Puntillas con filtro (Esteriles),960,productos/11-014.png,"1 - 200uL, universal, 96/gradilla, 10 gradillas/cja",,,11
153825,Puntillas con filtro (Esteriles),960,productos/11-015.png,"5 - 230uL, universal, 96/gradilla, 10 gradillas/cja ",,,11
153830,Puntillas con filtro (Esteriles),600,productos/11-018.png,"100 - 1000uL, universal, 60/gradilla, 10 gradillas/cja",,,11
153835,Puntillas con filtro (Esteriles),960,productos/11-017.png,"100 - 1000uL, universal, longitud extendida, 96/gradilla, 10gradillas/cja ",,,11
151154,01-10uL,1000,productos/11-019.png,"Universal, graduadas, natural, 31mm, 1000/pkg",,,11
151154R-96,01-10uL,960,productos/11-019.png,"Universal, graduadas, natural, 31mm, 96/gradilla, 10 gradillas/cja",,,11
151154RS-96,01-10uL,960,productos/11-019.png,"Universal, graduadas, natural, 31mm, 96/gradilla, 10 gradillas/cja, ESTERIL",,,11
151145,0.5 - 10uL,1000,productos/11-020.png,"Universal, graduadas, natural, 45mm, 1000/pkg",,,11
151145R-96,0.5 - 10uL,960,productos/11-020.png,"Universal, graduadas, natural, 45mm, 96/gradilla, 10 gradillas/cja ",,,11
151145RS-96,0.5 - 10uL,960,productos/11-020.png,"Universal, graduadas, natural, 45mm, 96/gradilla, 10 gradillas/cja, ESTERIL ",,,11
151150,1-200uL,1000,productos/11-021.png,"Universal, graduadas, natural, 50mm, 1000/pkg",,,11
151150R-96,1-200uL,960,productos/11-021.png,"Universal, graduadas, natural, 50mm, 96/gradilla, 10 gradillas/cja ",,,11
151150RS-96,1-200uL,960,productos/11-021.png,"Universal, graduadas, natural, 50mm, 96/gradilla, 10 gradillas/cja, ESTERIL",,,11
151150Y,1-200uL,1000,productos/11-021.png,"Universal, graduadas, amarilla, 50mm, 1000/pkg",,,11
151150YR,1-200uL,1000,productos/11-021.png,"Universal, graduadas, amarilla, 50mm, 200/gradilla, 5 gradillas/cja ",,,11
151150YRS-96,1-200uL,960,productos/11-021.png,"Universal, graduadas, amarilla, 50mm, 96/gradilla, 10 gradillas/cja, ESTERIL ",,,11
151151,1-300uL,1000,productos/11-022.png,"Universal, graduadas, natural, 58mm, 1000/pkg ",,,11
151151R-96,1-300uL,960,productos/11-022.png,"Universal, graduadas, natural, 58mm, 96/gradilla, 10 gradillas/cja",,,11
151151RS-96,1-300uL,960,productos/11-022.png,"Universal, graduadas, natural, 58mm, 96/gradilla, 10 gradillas/cja, ESTERIL",,,11
151153,100-1000uL,500,productos/11-023.png,"Universal, graduadas, natural, 87mm (extra larga), 500/pkg ",,,11
151153R-96,100-1000uL,960,productos/11-023.png,"Universal, graduadas, natural, 87mm (extra larga), 96/gradilla, 10 gradillas/cja ",,,11
151153RS-96,100-1000uL,960,productos/11-023.png,"Universal, graduadas, natural, 87mm (extra larga), 96/gradilla, 10 gradillas/cja, ESTERIL ",,,11
3900,0.05ml Non-Esteril,100,productos/11-024.png,"1, 2, 3, 4, 5uL",,,11
3900S,0.05ml Esteril,100,productos/11-024.png,"1, 2, 3, 4, 5uL",,,11
3901,0.5ml Non-Esteril,100,productos/11-024.png,"10, 20, 30, 40, 50uL",,,11
3901S,0.5ml Esteril,100,productos/11-024.png,"10, 20, 30, 40, 50uL",,,11
3902,1.25ml Non-Esteril,100,productos/11-024.png,"25, 50, 75, 100, 125uL ",,,11
3902S,1.25ml Esteril,100,productos/11-024.png,"25, 50, 75, 100, 125uL ",,,11
3903,2.5ml Non-Esteril,100,productos/11-024.png,"50, 100, 150, 200, 250uL ",,,11
3903S,2.5ml Esteril,100,productos/11-024.png,"50, 100, 150, 200, 250uL ",,,11
3904,5.0ml Non-Esteril,100,productos/11-024.png,"100, 200, 300, 400, 500uL ",,,11
3904S,5.0ml Esteril,100,productos/11-024.png,"100, 200, 300, 400, 500uL ",,,11
3905,12.5ml Non-Esteril,100,productos/11-024.png,"250, 500, 750, 1000, 1250uL",,,11
3905S,12.5ml Esteril,100,productos/11-024.png,"250, 500, 750, 1000, 1250uL",,,11
3908,25ml Non-Esteril,100,productos/11-024.png,"500, 1000, 1500, 2000, 2500uL ",,,11
3908S,25ml Esteril,100,productos/11-024.png,"500, 1000, 1500, 2000, 2500uL ",,,11
3906,50ml Non-Esteril,100,productos/11-024.png,"1, 2, 3, 4, 5mL",,,11
3906S,50ml Esteril,100,productos/11-024.png,"1, 2, 3, 4, 5mL",,,11
8-U7580-150 ,Acido Urico,1 x 15ml ,,,,,12
U7580-300 ,Acido Urico,20 x 15ml ,,,,,12
8-U7580-50 ,Acido Urico,1 x 50ml ,,,,,12
U7580-1L,Acido Urico,4 x 250ml ,,,,,12
8-U7580-STD ,Acido Urico Estándar,1 x 15ml ,,,,,12
U7581-120,Acido Urico Liquido,1 x 120ml,,,,,12
U7581-500 ,Acido Urico Liquido,1 x 500ml ,,,,,12
U7581-1L ,Acido Urico Liquido,1 x 1L ,,,,,12
W7517-30 ,Agente Humectante,2 x 15ml ,,,,,12
W7541-500,Agua Deionizada ,1 x 500ml ,,,,,12
A7502-120,Albumina ,1 x 120ml ,,,,,12
A7502-500 ,Albumina ,1 x 500ml ,,,,,12
A7502-1L ,Albumina ,1 x 1L,,,,,12
8-A7502-STD,Albumina Estándar,1 x 15ml ,,,,,12
A7504-39 ,Alcohol ,6 x 6.5ml,,,,,12
A7504-150 ,Alcohol ,10 x 15ml ,,,,,12
8-A7504-STD,Alcohol Estándar,1 x 5ml,,,,,12
8-A7525-15 ,ALT (SGPT),1 x 15ml,,,,,12
A7525-150 ,ALT (SGPT),10 x 15ml ,,,,,12
A7525-300 ,ALT (SGPT),20 x 15ml ,,,,,12
A7525-400,ALT (SGPT),8 x 50ml ,,,,,12
A7525-1L ,ALT (SGPT),4 x 250ml,,,,,12
A7526-150 ,ALT (SGPT) Liquida ,"1 x 120ml, 1 x 30ml ",,,,,12
A7526-450 ,ALT (SGPT) Liquida ,"3 x 120ml, 1 x 90ml ",,,,,12
A7526-625 ,ALT (SGPT) Liquida ,"1 x 500ml, 1 x 125ml ",,,,,12
8-A7564-30,Amilasa,1 x 30ml ,,,,,12
A7564-120 ,Amilasa,4 x 30ml,,,,,12
A7564-480,Amilasa,4 x 120ml ,,,,,12
A7564-1L,Amilasa,1 x 1L,,,,,12
A7553-34 ,Ammonia,4 x 6.5ml ,,,,,12
A7553-85,Ammonia,10 x 6.5ml ,,,,,12
8-A7553-STD100 ,Ammonia Estándar 1,1 x 4ml,,,,,12
8-A7553-STD500,Ammonia Estándar 5,1 x 4ml,,,,,12
A7504-CTL,Ammonia/Alcohol Controles,2 x 5ml ,,,,,12
A7544-150 ,Apolipoproteina A-1 ,"1 x 120ml, 1 x 30ml",,,,,12
A7548-CAL ,Apolipoproteina A-1& B Cal. Set ,8 x 0.5ml ,,,,,12
A7588-150 ,Apolipoproteina B,"1 x 120ml, 1 x 30m",,,,,12
8-A7560-15,AST (SGOT),1 x 15ml ,,,,,12
A7560-150,AST (SGOT),10 x 15ml ,,,,,12
A7560-300,AST (SGOT),20 x 15ml ,,,,,12
A7560-400,AST (SGOT),8 x 50ml,,,,,12
A7560-1L,AST (SGOT),4 x 250ml ,,,,,12
A7561-150 ,AST (SGOT) Liquida,"1 x 120ml, 1 x 30ml",,,,,12
A7561-450,AST (SGOT) Liquida,"3 x 120ml, 1 x 90ml",,,,,12
A7561-625,AST (SGOT) Liquida,"1 x 500ml, 1 x 125ml ",,,,,12
H7545-40,autoHDL Liquido,"1 x 30ml, 1 x 10ml",,,,,12
H7545-80 ,autoHDL Liquido,"1 x 60ml, 1 x 20ml",,,,,12
H7545-320,autoHDL Liquido,"1 x 240ml, 1 x 80ml",,,,,12
H7545-1000 ,autoHDL Liquido,"1 x 750ml, 1 x 250ml",,,,,12
8-H7545-CAL,autoHDL/LDL Calibrador,1 x 3ml ,,,,,12
L7574-40 ,autoLDL ,"1 x 30ml, 1 x 10ml ",,,,,12
L7574-80 ,autoLDL ,"1 x 60ml, 1 x 20ml",,,,,12
L7574-320 ,autoLDL ,"1 x 240ml, 1 x 80ml",,,,,12
H7587-58,B-Hydroxybutyrato,"1 x 50ml, 1 x 8ml ",,,,,12
H7587-CTL,B-Hydroxybutyrato Control Set,6 x 5ml ,,,,,12
H7587-STD,B-Hydroxybutyrato Estándar,1 x 3ml ,,,,,12
8-B7538-CAL-3,Bilirrubina Calibrador,1 x 3ml ,,,,,12
B7538-CAL ,Bilirrubina Calibrador Set,5 x 3ml ,,,,,12
B7538-120 ,"Bilirrubina, Directa","1 x 120ml, 1 x 15ml ",,,,,12
B7538-500 ,"Bilirrubina, Directa","1 x 500ml, 1 x 15ml ",,,,,12
B7538-1L ,"Bilirrubina, Directa","1 x 1L, 1 x 15ml ",,,,,12
B7576-120 ,"Bilirrubina, Total","1 x 120ml, 1 x 15ml",,,,,12
B7576-500 ,"Bilirrubina, Total","1 x 500ml, 1 x 15ml",,,,,12
B7576-1L ,"Bilirrubina, Total","1 x 1L, 1 x 15ml ",,,,,12
8-B7550-15,BUN,1 x 15ml,,,,,12
B7550-150 ,BUN,10 x 15ml,,,,,12
B7550-300 ,BUN,20 x 15ml ,,,,,12
B7550-400 ,BUN,8 x 50ml ,,,,,12
B7550-1L,BUN,4 x 250ml ,,,,,12
B7551-120,BUN (Berthelot) ,120ml ,,,,,12
8-B7550-STD ,BUN Estándar,1 x 15ml,,,,,12
B7552-150,BUN Liquida,"1 x 120ml, 1 x 30ml",,,,,12
B7552-450,BUN Liquida,"3 x 120ml, 1 x 90ml ",,,,,12
B7552-625,BUN Liquida,"1 x 500ml, 1 x 125ml ",,,,,12
C7503-120,Calcio (2 part) ,4 x 30ml,,,,,12
C7503-480,Calcio (2 part) ,4 x 120ml ,,,,,12
C7529-120 ,Calcio Arsenazo ,1 x 120ml ,,,,,12
C7529-500 ,Calcio Arsenazo ,1 x 500ml ,,,,,12
C7529-1L,Calcio Arsenazo ,1 x 1L ,,,,,12
8-C7503-STD ,Calcio Estándar,1 x 15ml ,,,,,12
C7508-300,Calcio Liofilizado,20 x 15ml ,,,,,12
C7508-400,Calcio Liofilizado,8 x 50ml,,,,,12
C7574-50,Calibrador Colesterol,5 x 10ml,,,,,12
C7506-50 ,Calibrador Químico (Multi-Cal) ,10 x 5ml,,,,,12
8-C7512-39,CK,1 x 6.5ml,,,,,12
C7512-120,CK,20 x 6.5ml ,,,,,12
C7512-300,CK,20 x 15ml ,,,,,12
C7512-400,CK,8 x 50ml,,,,,12
C7512-1L,CK,4 x 250ml,,,,,12
C7522-150,CK (Liquida) ,"1 x 120ml, 1 x 30ml ",,,,,12
C7522-450 ,CK (Liquida) ,"3 x 120ml, 1 x 90ml",,,,,12
C7522-625 ,CK (Liquida) ,"1 x 500ml, 1 x 125ml",,,,,12
C7562-26 ,CK-MB ,4 x 6.5ml,,,,,12
C7562-65 ,CK-MB ,10 x 6.5ml ,,,,,12
C7562-150 ,CK-MB ,10 x 15ml ,,,,,12
C7562-12 ,CK-MB Controles,4 x 3ml ,,,,,12
C7501-120 ,Cloro,1 x 120ml ,,,,,12
C7501-500,Cloro,1 x 500ml,,,,,12
C7501-1L,Cloro,1 x 1L,,,,,12
8-C7501-STD,Cloro Estándar,1 x 15ml ,,,,,12
8-C7504-STD ,CO2 Estándar,1 x 15ml ,,,,,12
C7504-110 ,CO2-340 ,10 x 11ml,,,,,12
C7504-1L ,CO2-340 ,4 x 250ml ,,,,,12
C7509-75,Colesterol,5 x 15ml,,,,,12
8-7509-50 ,Colesterol,1 x 50ml,,,,,12
C7509-400 ,Colesterol,8 x 50ml,,,,,12
C7509-1L ,Colesterol,4 x 250ml,,,,,12
C7509-2L ,Colesterol,4 x 500ml,,,,,12
C7510-120,Colesterol (Liquido) ,1 x 120ml,,,,,12
C7510-500 ,Colesterol (Liquido) ,1 x 500ml,,,,,12
C7510-1L ,Colesterol (Liquido) ,1 x 1l,,,,,12
8-C7509-STD,Colesterol Estándar,1 x 15ml,,,,,12
C7590-50 ,"Control Químico, Nivel 1",10 x 5ml,,,,,12
C7592-100 ,"Control Químico, Nivel 1 y 2 ",20 x 5ml,,,,,12
C7591-50,"Control Químico, Nivel 2 ",10 x 5ml,,,,,12
P7582-CTL ,Controles Químicos para Orina ,6 x 10ml,,,,,12
C7539-150 ,Creatinina CS,"1 x 120ml, 1 x 30ml",,,,,12
C7539-625,Creatinina CS,"1 x 500ml, 1 x 125ml ",,,,,12
C7539-1250,Creatinina CS,"1 x 1L, 1 x 250ml ",,,,,12
8-C7513-STD,Creatinina Estándar,1 x 15ml,,,,,12
C7568-CAL ,CRP Calibrador Set ,5 x 2ml,,,,,12
C7568-CTL ,CRP Control Set,6 x 3ml,,,,,12
8-C7568-STD,CRP Estándar Set,5 x 2ml,,,,,12
C7568-40,CRP-Alta Sensibilidad,"1 x 20ml, 1 x 20ml ",,,,,12
C7568-100 ,CRP-Alta Sensibilidad,"1 x 50ml, 1 x 50ml",,,,,12
A7503-100,Fosfatasa Acida ,10 x 10ml,,,,,12
8-A7505-15 ,Fosfatasa Alcalina ,1 x 15ml,,,,,12
A7505-300,Fosfatasa Alcalina ,20 x 15ml,,,,,12
A7505-400 ,Fosfatasa Alcalina ,8 x 50ml,,,,,12
A7505-1L ,Fosfatasa Alcalina ,4 x 250ml,,,,,12
A7516-150 ,Fosfatasa Alcalina (Liquida) ,"1 x 120ml, 1 x 30ml",,,,,12
A7516-450 ,Fosfatasa Alcalina (Liquida) ,"3 x 120ml, 1 x 90ml ",,,,,12
A7516-625 ,Fosfatasa Alcalina (Liquida) ,"1 x 500ml, 1 x 125ml",,,,,12
P7516-120 ,Fósforo ,1 x 120ml ,,,,,12
P7516-500,Fósforo ,1 x 500ml ,,,,,12
P7516-1L,Fósforo ,1 x 1L ,,,,,12
8-P7516-STD,Fósforo Estándar,1 x 15ml,,,,,12
F7546-110 ,Fructosamina,10 x 11ml ,,,,,12
8-F7546-CAL,Fructosamina Calibrador,1 x 2ml ,,,,,12
F7546-CTL ,Fructosamina Control Set ,6 x 2ml,,,,,12
G7583-180 ,G6PD ,"10 x 6ml, 1 x 120ml",,,,,12
G7583-CTL,G6PD Control Set,6 x 0.5ml ,,,,,12
G7584-105,G6PD Pruebas de Scrutinio ,"7 x 15ml, 1 x 120ml",,,,,12
G7583-LYS,G6PD Reactivo Lisante ,1 x 100ml,,,,,12
8-G7570-100,Gamma GT ,1 x 10ml,,,,,12
G7570-400,Gamma GT ,8 x 50ml ,,,,,12
G7570-1L,Gamma GT ,4 x 250ml,,,,,12
G7571-150,Gamma GT (Liquida) ,"1 x 120ml, 1 x 30ml ",,,,,12
G7571-450,Gamma GT (Liquida) ,"3 x 120ml, 1 x 90ml",,,,,12
G7571-625,Gamma GT (Liquida) ,"1 x 500ml, 1 x 125ml",,,,,12
G7518-150,Glucosa (Hexokinasa),10 x 15ml,,,,,12
G7518-300,Glucosa (Hexokinasa),20 x 15ml ,,,,,12
G7518-400,Glucosa (Hexokinasa),8 x 50ml ,,,,,12
G7518-1L,Glucosa (Hexokinasa),4 x 250ml,,,,,12
G7517-120 ,Glucosa (Hexokinasa) Liquida ,1 x 120ml,,,,,12
G7517-500 ,Glucosa (Hexokinasa) Liquida ,1 x 500ml ,,,,,12
G7517-1L ,Glucosa (Hexokinasa) Liquida ,1 x 1L,,,,,12
8-G7519-100 ,Glucosa (Oxidasa) ,1 x 100ml ,,,,,12
